"symbol";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"SHANK3";-1.16569769494984;-0.275352388045731;-4.23347588602077;2.30106865862739e-05;4.82751269992847e-05
"SSH2";-1.35953092848481;-0.102983267002413;-13.2014740652281;8.60348424973882e-40;1.81356820193455e-38
"TIAM1";-2.41537716100926;-0.207038006819353;-11.6663466680142;1.89382551046026e-31;2.62291030336275e-30
"TRPM1";-1.77356239004279;-0.463122395945761;-3.8295759513442;0.000128364261532703;0.000246644190061109
"ALDH1A2";-1.18604156284241;-0.541839874505255;-2.18891524719431;0.0286030006529459;0.0398707793256868
"SH3RF3";0.728902502789837;-0.273995376774035;2.66027299939066;0.00780773378927568;0.0118951010539389
"APBB2";-1.6670567566416;-0.288279209032495;-5.78278524572228;7.34738359603731e-09;2.2117582380845e-08
"PDE4D";0.347941620197322;-0.154665428710458;2.24964055056342;0.0244717721390198;0.0345063091450624
"ENPP5";-6.00493685611427;-0.921810730888842;-6.5142839575366;7.30372174151669e-11;2.62589812320626e-10
"TLE1";1.57670822737967;-0.140957439440321;11.1857042355485;4.79086782754863e-29;5.85463741675557e-28
"SLC15A3";-1.62135185861248;-0.251692021551326;-6.44180871773024;1.18058015023913e-10;4.16378472705529e-10
"SYCP1";-1.99881696507872;-0.782526336572278;-2.55431270701277;0.0106397653641968;0.0158772370553739
"SNTG1";-2.78122507792392;-0.600938560141213;-4.62813549070702;3.6897259859749e-06;8.42340065883294e-06
"FAM46C";0.939743905075305;-0.103138888512366;9.11144107358337;8.12948626890705e-20;5.7733415047267e-19
"STARD13";0.771591756860845;-0.190241427756536;4.05585558287704;4.99511171453843e-05;0.000100667030497646
"RNF219";1.84386169334369;-0.210193810201454;8.77219786622879;1.75212160740177e-18;1.14265631151394e-17
"CNRIP1";0.912445778722327;-0.219513729752608;4.15666837673731;3.22922199041679e-05;6.6644494052372e-05
"RIPPLY3";-2.77728535605765;-0.295819689549567;-9.38843983064992;6.08955568660349e-21;4.65229103695631e-20
"NSUN3";-0.75164648730756;-0.232339913634407;-3.23511563531997;0.0012159347528647;0.00207259420162574
"SCUBE3";-2.41434034356072;-0.308004512736201;-7.8386524993176;4.55406914430102e-15;2.31162243906925e-14
"LRRN4CL";-2.29519028356052;-0.390727421310471;-5.87414693307835;4.25026275015826e-09;1.30613581538013e-08
"LGMN";-2.75101058443821;-0.400236215781698;-6.873467407404;6.26598308774985e-12;2.46451520032095e-11
"MFI2";-1.20978159673501;-0.283157940213764;-4.27246220191358;1.93326331701067e-05;4.0904479675471e-05
"PRKCH";-0.769176875553879;-0.187218955411085;-4.10843482095583;3.98349590325856e-05;8.12196048952197e-05
"CNGB1";-2.08910747319395;-0.443975548136998;-4.70545614946639;2.53298948649442e-06;5.88629888350718e-06
"PSD4";0.387968603412503;-0.0993288189581763;3.90590170588722;9.38746681018163e-05;0.000183274558659377
"NARS2";1.52638102698158;-0.164288771161496;9.29084207149588;1.53072436742514e-20;1.13719432432192e-19
"MND1";2.59991869898054;-0.281811811333095;9.22572651118408;2.81645049873523e-20;2.05779898091913e-19
"ZNF462";2.66609235561645;-0.790951482693559;3.37074070148673;0.000749663833765371;0.00131273011938827
"IGDCC4";-2.75983804175269;-1.09508927925309;-2.52019455768487;0.0117289984281359;0.0174017483992727
"RCN1";1.41735482636929;-0.141097945055944;10.0451840443695;9.64674337879522e-24;8.78240739601721e-23
"RIN3";-0.979819315598757;-0.197408727999879;-4.96340423002655;6.92682047259802e-07;1.70214002293014e-06
"TGIF1";1.28145391619874;-0.126809715234035;10.1053291842328;5.23195634349924e-24;4.83206337605556e-23
"SEL1L3";-1.21661040561121;-0.22444537700905;-5.42051888893285;5.94262927288588e-08;1.63114862388366e-07
